3.8573e-06,7.268e-05,1.0151e-05,1.0151e-05,0,0,6.7672e-08,4.331e-06,1.3534e-07,5.4138e-07,1.9963e-06,6.7672e-08,0,0,8.7974e-06,3.7897e-06,1.2587e-05,3.3836e-07,0,1.0151e-05,1.0016e-05,1.0219e-05,6.7672e-07,6.7672e-08,2
3.519e-06,5.6845e-05,8.8651e-06,8.8651e-06,2.7069e-07,3.8573e-06,4.0603e-07,1.8948e-06,9.4741e-08,0,8.7297e-07,1.3534e-07,0,0,4.4664e-06,5.9552e-06,1.0422e-05,3.3836e-07,0,9.1358e-06,9.0681e-06,9.2711e-06,4.7371e-07,6.7672e-08,1
3.5934e-05,8.0666e-05,8.8651e-06,8.8651e-06,4.0603e-07,9.9478e-06,2.7069e-07,1.8948e-06,1.0151e-07,0,3.6543e-07,6.7672e-08,0,0,5.8875e-06,4.8047e-06,1.0692e-05,1.3534e-07,0,9.5418e-06,9.2711e-06,9.5418e-06,6.7672e-07,6.7672e-08,1
0,8.1139e-05,8.7974e-06,8.7974e-06,4.7371e-07,3.3092e-05,3.3836e-07,1.4211e-06,1.5565e-07,0,5.3461e-07,4.0603e-07,0,6.7672e-08,7.2409e-06,4.5341e-06,1.1775e-05,4.7371e-07,0,9.6772e-06,8.4591e-06,9.1358e-06,5.1431e-06,0,1
0,4.8589e-05,8.7974e-06,8.7974e-06,2.7069e-07,1.8475e-05,2.0302e-07,1.2858e-06,1.5565e-07,0,5.8875e-07,2.0302e-07,0,6.7672e-08,7.2409e-06,4.5341e-06,1.1775e-05,2.0302e-07,0,9.0681e-06,8.5944e-06,9.0004e-06,2.9099e-06,0,1
3.634e-05,8.0801e-05,8.7974e-06,8.7974e-06,2.7069e-07,1.9625e-05,2.0302e-07,1.6241e-06,1.4211e-07,0,7.3763e-07,2.0302e-07,0,0,8.4591e-06,3.5866e-06,1.2046e-05,3.3836e-07,0,9.6772e-06,8.6621e-06,9.3388e-06,4.7371e-06,6.7672e-08,1
6.7672e-08,4.4461e-05,8.8651e-06,8.8651e-06,6.7672e-08,1.6986e-05,1.3534e-07,1.2181e-06,1.6241e-07,0,9.4065e-07,2.0302e-07,0,6.7672e-08,7.2409e-06,4.5341e-06,1.1775e-05,3.3836e-07,0,9.0681e-06,8.4591e-06,8.9328e-06,3.0453e-06,0,2
5.4138e-07,4.8115e-05,8.7974e-06,8.7974e-06,1.3534e-07,2.1452e-05,2.7069e-07,1.5565e-06,1.2858e-07,0,5.9552e-07,2.0302e-07,0,6.7672e-08,6.6996e-06,3.9927e-06,1.0692e-05,4.0603e-07,0,9.0004e-06,8.3914e-06,8.7297e-06,2.4362e-06,6.7672e-08,1
4.7371e-07,8.0801e-05,8.7974e-06,8.7974e-06,4.0603e-07,3.7694e-05,4.0603e-07,1.9625e-06,1.1504e-07,0,5.2784e-07,3.3836e-07,0,6.7672e-08,7.5793e-06,4.3987e-06,1.1978e-05,4.0603e-07,6.7672e-08,9.0004e-06,8.7297e-06,9.0004e-06,1.8272e-06,0,1
2.0166e-05,8.0666e-05,8.7297e-06,8.7297e-06,0,2.0572e-05,2.7069e-07,2.0302e-06,1.4211e-07,0,5.7522e-07,1.3534e-07,0,2.0302e-07,8.6621e-06,3.6543e-06,1.2316e-05,8.7974e-07,0,8.7297e-06,7.0379e-06,8.1207e-06,9.3388e-06,0,3
2.0302e-07,4.3513e-05,8.6621e-06,8.6621e-06,2.0302e-07,1.8407e-05,1.3534e-07,1.7595e-06,1.1504e-07,0,4.5341e-07,1.3534e-07,0,6.7672e-08,9.5418e-06,3.8573e-06,1.3399e-05,6.0905e-07,0,8.7297e-06,8.4591e-06,8.9328e-06,2.3009e-06,0,1
3.6408e-05,8.0801e-05,8.6621e-06,8.6621e-06,0,1.482e-05,1.3534e-07,2.3009e-06,1.6918e-07,0,2.7069e-07,1.3534e-07,0,1.3534e-07,9.8125e-06,3.6543e-06,1.3467e-05,7.444e-07,6.7672e-08,5.0754e-06,6.6996e-06,6.9026e-06,1.0016e-05,-6.7672e-08,3
3.4513e-05,4.4934e-05,8.6621e-06,8.6621e-06,0,0,0,5.4138e-06,3.3836e-08,0,4.6017e-07,0,0,0,1.0828e-06,7.7147e-06,8.7974e-06,0,0,8.5267e-06,8.3914e-06,8.4591e-06,6.7672e-08,6.7672e-08,3
5.4138e-07,4.1416e-05,8.6621e-06,8.6621e-06,0,0,1.3534e-07,5.8198e-06,2.0302e-08,5.3461e-06,1.9625e-07,0,0,0,1.0828e-06,7.7147e-06,8.7974e-06,0,0,8.6621e-06,8.5267e-06,8.7297e-06,0,6.7672e-08,3
0,8.1139e-05,8.3914e-06,8.3914e-06,0,0,0,5.8198e-06,2.0302e-08,4.8724e-06,2.7069e-07,0,0,0,8.1207e-07,7.9853e-06,8.7974e-06,6.7672e-08,0,8.3914e-06,8.3914e-06,8.4591e-06,0,0,3
1.8948e-05,3.228e-05,8.3914e-06,8.3914e-06,0,0,0,5.8198e-06,2.7069e-08,9.4741e-07,3.2483e-07,0,0,0,1.6241e-06,8.256e-06,9.8802e-06,6.7672e-08,0,8.5267e-06,8.5267e-06,8.5944e-06,0,-6.7672e-08,3
3.228e-05,8.0598e-05,8.3914e-06,8.3914e-06,0,0,0,5.8875e-06,1.3534e-08,4.8047e-06,2.3009e-07,0,0,0,6.7672e-07,7.9853e-06,8.6621e-06,0,0,8.3914e-06,8.3237e-06,8.4591e-06,0,0,3
0,8.1139e-05,8.9328e-06,8.9328e-06,0,1.0963e-05,6.7672e-08,1.9625e-06,2.9776e-07,0,7.1056e-07,6.7672e-07,0,6.7672e-08,9.5418e-06,3.3836e-06,1.2925e-05,4.7371e-07,6.7672e-08,9.0004e-06,8.053e-06,8.7297e-06,4.9401e-06,0,2
2.4024e-05,6.8552e-05,8.9328e-06,8.9328e-06,0,4.3987e-06,0,1.7595e-06,4.0603e-07,0,3.3836e-07,5.4138e-07,0,0,9.6772e-06,3.3836e-06,1.3061e-05,6.7672e-07,0,9.0004e-06,7.647e-06,7.9177e-06,6.0228e-06,0,1
0,8.1139e-05,8.9328e-06,8.9328e-06,0,8.7297e-06,1.3534e-07,1.7595e-06,3.0453e-07,0,8.4591e-07,8.1207e-07,0,0,1.0083e-05,3.3836e-06,1.3467e-05,6.0905e-07,0,9.0004e-06,8.1207e-06,8.5267e-06,3.7897e-06,0,1
3.3836e-07,4.8115e-05,8.9328e-06,8.9328e-06,0,5.3461e-06,2.0302e-07,1.4888e-06,4.6694e-07,0,4.2634e-07,6.7672e-07,0,0,1.0083e-05,3.3836e-06,1.3467e-05,6.7672e-07,0,8.3237e-06,7.5793e-06,7.7823e-06,4.4664e-06,0,1
3.1941e-05,8.0801e-05,8.9328e-06,8.9328e-06,0,4.331e-06,6.7672e-08,1.9625e-06,1.9625e-07,0,1.0219e-06,4.7371e-07,0,0,9.7448e-06,3.3836e-06,1.3128e-05,7.444e-07,6.7672e-08,9.0004e-06,8.3914e-06,8.7974e-06,2.3685e-06,0,1
0,8.1139e-05,8.1207e-06,8.1207e-06,6.0905e-07,8.3237e-06,6.7672e-08,1.8948e-06,2.3009e-07,0,1.4685e-06,6.7672e-08,0,0,8.5267e-06,3.722e-06,1.2249e-05,8.7974e-07,0,8.1884e-06,8.3914e-06,8.5267e-06,1.6918e-06,0,1
3.634e-05,8.0936e-05,8.1207e-06,8.1207e-06,4.0603e-07,3.7897e-06,6.7672e-08,1.8948e-06,2.1655e-07,0,8.3914e-07,6.7672e-08,0,0,8.6621e-06,3.5866e-06,1.2249e-05,6.0905e-07,6.7672e-08,8.7297e-06,8.4591e-06,8.5944e-06,1.6918e-06,0,1
6.7672e-07,5.6506e-05,8.1207e-06,8.1207e-06,3.3836e-07,6.0905e-06,4.0603e-07,1.8272e-06,2.5039e-07,0,1.6377e-06,0,0,0,9.7448e-06,3.4513e-06,1.3196e-05,7.444e-07,0,8.4591e-06,8.3914e-06,8.5267e-06,1.6241e-06,0,1
0,8.1139e-05,7.7823e-06,7.7823e-06,4.0603e-07,6.4289e-06,4.0603e-07,1.5565e-06,2.3009e-07,0,1.2722e-06,2.0302e-07,0,0,8.7974e-06,3.519e-06,1.2316e-05,6.0905e-07,0,8.053e-06,7.85e-06,7.9853e-06,1.4211e-06,0,1
6.7672e-08,4.4596e-05,7.7147e-06,7.7147e-06,2.0302e-07,0,2.0302e-07,1.6241e-06,2.1655e-07,0,1.0963e-06,1.3534e-07,0,0,9.0681e-06,3.519e-06,1.2587e-05,5.4138e-07,0,7.9177e-06,7.7823e-06,7.9177e-06,1.2858e-06,0,1
2.6595e-05,8.0801e-05,7.7823e-06,7.7823e-06,3.3836e-07,3.519e-06,2.0302e-07,1.4888e-06,2.4362e-07,0,1.3264e-06,6.7672e-08,0,0,9.3388e-06,3.3836e-06,1.2722e-05,5.4138e-07,0,7.9177e-06,7.9177e-06,8.053e-06,1.4211e-06,0,1
1.7595e-06,6.862e-05,7.7823e-06,7.7823e-06,6.0905e-07,3.6543e-06,3.3836e-07,1.8272e-06,1.5565e-07,0,8.3914e-07,0,0,0,8.7297e-06,3.5866e-06,1.2316e-05,4.7371e-07,0,8.053e-06,8.1207e-06,8.1207e-06,9.4741e-07,0,1
0,8.1139e-05,7.7147e-06,7.7147e-06,6.7672e-07,4.6694e-06,5.4138e-07,1.8948e-06,1.4888e-07,0,8.256e-07,6.7672e-08,0,0,6.6319e-06,3.722e-06,1.0354e-05,4.7371e-07,6.7672e-08,8.053e-06,8.053e-06,8.1207e-06,8.7974e-07,0,1
3.6069e-05,8.0666e-05,7.7147e-06,7.7147e-06,2.7069e-07,2.0978e-06,4.0603e-07,1.8272e-06,1.6241e-07,0,9.1358e-07,0,0,0,8.6621e-06,3.6543e-06,1.2316e-05,4.0603e-07,0,8.053e-06,7.9853e-06,8.053e-06,8.7974e-07,0,1
3.3836e-07,4.4934e-05,7.85e-06,7.85e-06,6.7672e-08,1.6918e-06,2.0302e-07,2.7069e-06,1.0828e-07,6.7672e-08,9.0004e-07,0,0,0,6.2935e-06,3.722e-06,1.0016e-05,4.0603e-07,0,8.5944e-06,8.3914e-06,8.5944e-06,6.0905e-07,6.7672e-08,1
2.8016e-05,8.0598e-05,7.85e-06,7.85e-06,2.0302e-07,6.0905e-07,2.7069e-07,2.7069e-06,1.2181e-07,6.7672e-08,7.7147e-07,0,0,0,9.6095e-06,3.519e-06,1.3128e-05,8.7974e-07,6.7672e-08,8.4591e-06,8.256e-06,8.4591e-06,6.0905e-07,0,1
3.3836e-07,5.2987e-05,8.256e-06,8.256e-06,0,9.4741e-07,1.3534e-07,1.4888e-06,2.9776e-07,0,1.0286e-06,2.7069e-07,0,0,1.0151e-05,3.3836e-06,1.3534e-05,4.7371e-07,0,8.053e-06,7.647e-06,7.9177e-06,1.6241e-06,0,1
3.3836e-07,4.7371e-05,8.256e-06,8.256e-06,0,9.4741e-07,1.3534e-07,1.4211e-06,3.1806e-07,0,1.0625e-06,2.7069e-07,0,0,1.0151e-05,3.3836e-06,1.3534e-05,5.4138e-07,0,7.85e-06,7.5793e-06,7.9177e-06,1.5565e-06,0,1
1.2858e-06,4.4596e-05,8.256e-06,8.256e-06,0,2.0302e-07,3.3836e-07,1.1504e-06,3.3159e-07,0,1.4956e-06,1.3534e-07,0,0,9.8125e-06,3.5866e-06,1.3399e-05,8.7974e-07,0,8.5944e-06,8.256e-06,8.5267e-06,1.6918e-06,0,1
0,6.0634e-05,8.256e-06,8.256e-06,1.3534e-07,2.0302e-07,3.3836e-07,1.3534e-06,3.3836e-07,0,1.4279e-06,1.3534e-07,0,0,1.0016e-05,3.3836e-06,1.3399e-05,7.444e-07,0,8.5944e-06,8.3914e-06,8.5944e-06,1.8948e-06,0,1
3.6205e-05,8.1275e-05,8.256e-06,8.256e-06,1.3534e-07,2.7069e-07,2.7069e-07,1.4888e-06,4.7371e-07,0,1.1234e-06,2.7069e-07,0,0,1.0083e-05,3.3836e-06,1.3467e-05,4.7371e-07,0,8.7297e-06,7.9853e-06,8.3914e-06,5.0754e-06,0,1
0,8.1139e-05,1.0692e-05,1.0692e-05,4.0603e-07,0,6.0905e-07,1.8272e-06,1.1504e-07,0,1.0083e-06,6.7672e-08,0,0,8.1207e-06,5.2108e-06,1.3331e-05,4.7371e-07,0,1.1504e-05,1.1369e-05,1.1504e-05,9.4741e-07,6.7672e-08,1
3.0385e-05,8.0598e-05,1.0692e-05,1.0692e-05,2.7069e-07,0,4.0603e-07,1.9625e-06,8.7974e-08,0,8.6621e-07,0,0,0,3.722e-06,9.6095e-06,1.3331e-05,2.7069e-07,0,1.1504e-05,1.1572e-05,1.164e-05,6.0905e-07,0,1
3.5731e-05,8.0666e-05,1.0557e-05,1.0557e-05,0,0,5.4138e-07,2.9099e-06,2.7746e-07,0,1.5023e-06,3.3836e-07,0,0,1.0151e-05,3.3836e-06,1.3534e-05,4.7371e-07,6.7672e-08,1.0219e-05,9.6095e-06,1.0286e-05,4.8724e-06,6.7672e-08,1
8.1207e-07,4.8589e-05,1.0557e-05,1.0557e-05,0,0,5.4138e-07,2.3009e-06,3.6543e-07,0,2.2332e-07,4.0603e-07,0,6.7672e-08,1.0151e-05,3.3836e-06,1.3534e-05,5.4138e-07,0,7.9177e-06,8.8651e-06,9.2034e-06,7.3086e-06,0,2
0,8.1139e-05,1.0151e-05,1.0151e-05,0,6.7672e-08,0,4.128e-06,3.3836e-08,2.7069e-06,4.1957e-07,6.7672e-08,0,0,2.0978e-06,8.7974e-06,1.0895e-05,1.3534e-07,0,1.0422e-05,1.0286e-05,1.0422e-05,6.7672e-08,6.7672e-08,2
0,8.1139e-05,1.0016e-05,1.0016e-05,0,2.0302e-07,0,4.7371e-06,2.0302e-08,4.6694e-06,3.4513e-07,0,0,0,1.2181e-06,9.2034e-06,1.0422e-05,2.0302e-07,0,1.0151e-05,1.0016e-05,1.0151e-05,0,6.7672e-08,3
0,8.1139e-05,1.0083e-05,1.0083e-05,0,0,0,3.8573e-06,8.1207e-08,3.6543e-06,8.6621e-07,1.3534e-07,0,0,8.5267e-06,3.925e-06,1.2452e-05,8.1207e-07,6.7672e-08,1.0151e-05,1.0016e-05,1.0219e-05,5.4138e-07,6.7672e-08,2
6.2935e-06,8.1207e-05,1.0083e-05,1.0083e-05,0,0,0,3.925e-06,8.7974e-08,3.5866e-06,8.9328e-07,6.7672e-08,0,0,8.5267e-06,3.925e-06,1.2452e-05,8.1207e-07,6.7672e-08,1.0151e-05,1.0016e-05,1.0219e-05,5.4138e-07,6.7672e-08,2
5.4138e-07,4.4596e-05,9.8802e-06,9.8802e-06,0,0,2.7069e-07,2.6392e-06,5.4138e-08,2.5716e-06,3.722e-07,0,0,0,1.2181e-06,1.0016e-05,1.1234e-05,6.7672e-08,0,1.0422e-05,1.0489e-05,1.0557e-05,6.7672e-08,0,1
2.0031e-05,7.2274e-05,1.0016e-05,1.0016e-05,0,0,2.7069e-07,2.7746e-06,5.4138e-08,1.9625e-06,4.331e-07,0,0,0,1.3534e-06,9.6772e-06,1.1031e-05,6.7672e-08,0,1.0422e-05,1.0354e-05,1.0422e-05,0,0,1
5.6506e-05,9.8057e-05,9.7448e-06,9.7448e-06,3.3836e-07,0,2.7069e-07,2.2332e-06,7.444e-08,0,4.1957e-07,0,0,0,6.7672e-06,5.2784e-06,1.2046e-05,3.3836e-07,0,1.0083e-05,1.0286e-05,1.0286e-05,5.4138e-07,6.7672e-08,1
3.228e-05,8.5538e-05,9.8802e-06,9.8802e-06,2.7069e-07,0,2.7069e-07,2.6392e-06,6.0905e-08,1.2181e-06,3.519e-07,0,0,0,2.9776e-06,9.0681e-06,1.2046e-05,3.3836e-07,0,1.0422e-05,1.0422e-05,1.0489e-05,2.7069e-07,0,1
3.634e-05,8.0666e-05,9.8802e-06,9.8802e-06,2.0302e-07,0,2.0302e-07,2.6392e-06,5.4138e-08,1.4211e-06,3.519e-07,0,0,0,1.8948e-06,9.6772e-06,1.1572e-05,1.3534e-07,0,1.0422e-05,1.0354e-05,1.0422e-05,6.7672e-08,0,1
8.4929e-05,0.00010537,9.6095e-06,9.6095e-06,0,0,6.7672e-08,1.6918e-06,8.7974e-08,0,7.85e-07,0,0,0,1.7595e-06,8.7974e-06,1.0557e-05,0,0,9.9478e-06,9.8125e-06,9.9478e-06,1.3534e-07,0,1
0.00010841,0.00016228,9.2034e-06,9.2034e-06,1.3534e-07,0,2.7069e-07,1.6241e-06,1.0151e-07,0,7.5793e-07,0,0,0,7.5116e-06,5.0078e-06,1.2519e-05,7.444e-07,0,9.4741e-06,9.4741e-06,9.5418e-06,1.3534e-07,0,1
8.8448e-05,0.00014123,9.5418e-06,9.5418e-06,6.7672e-08,0,2.7069e-07,1.6918e-06,1.0151e-07,0,9.0681e-07,0,0,0,6.9703e-06,5.0078e-06,1.1978e-05,6.7672e-07,0,9.6095e-06,9.6772e-06,9.7448e-06,2.7069e-07,6.7672e-08,1
1.5429e-05,6.4627e-05,1.0151e-05,1.0151e-05,0,0,2.0302e-07,2.7069e-06,5.4138e-08,2.5039e-06,3.8573e-07,0,0,0,1.2181e-06,9.6772e-06,1.0895e-05,6.7672e-08,0,1.0354e-05,1.0354e-05,1.0422e-05,0,0,1
2.5512e-05,7.7282e-05,9.3388e-06,9.3388e-06,6.7672e-08,0,2.0302e-07,2.9776e-06,6.7672e-08,1.3534e-06,8.053e-07,0,0,0,6.6996e-06,5.4815e-06,1.2181e-05,6.0905e-07,1.3534e-07,1.0963e-05,1.0557e-05,1.076e-05,5.4138e-07,6.7672e-08,1
6.7672e-07,4.7168e-05,9.4741e-06,9.4741e-06,3.3836e-07,0,2.0302e-07,2.3009e-06,8.1207e-08,0,6.9703e-07,0,0,0,4.0603e-06,8.053e-06,1.2113e-05,1.3534e-07,0,1.0557e-05,1.0354e-05,1.0489e-05,3.3836e-07,0,1
6.7672e-07,4.7168e-05,9.4741e-06,9.4741e-06,3.3836e-07,0,2.0302e-07,2.3009e-06,8.1207e-08,0,6.9703e-07,0,0,0,4.0603e-06,8.053e-06,1.2113e-05,1.3534e-07,0,1.0557e-05,1.0354e-05,1.0489e-05,3.3836e-07,0,1
0.00010963,0.00019097,9.7448e-06,9.7448e-06,0,0,4.0603e-07,3.1129e-06,5.4138e-08,6.7672e-08,8.7974e-07,0,0,0,2.5039e-06,8.9328e-06,1.1437e-05,2.7069e-07,0,1.0963e-05,1.0692e-05,1.0828e-05,3.3836e-07,6.7672e-08,1
0.00012919,0.000184,9.7448e-06,9.7448e-06,6.7672e-08,0,2.7069e-07,3.0453e-06,5.4138e-08,1.3534e-07,7.7823e-07,0,0,0,2.0302e-06,9.3388e-06,1.1369e-05,2.0302e-07,0,1.0963e-05,1.0625e-05,1.0828e-05,3.3836e-07,6.7672e-08,1
5.4138e-07,6.8417e-05,9.4741e-06,9.4741e-06,6.7672e-07,4.0603e-07,2.0302e-07,3.519e-06,1.0828e-07,0,1.0963e-06,0,0,0,7.0379e-06,4.6017e-06,1.164e-05,0,0,9.7448e-06,9.9478e-06,9.9478e-06,9.4741e-07,6.7672e-08,1
1.0828e-06,5.1025e-05,9.4741e-06,9.4741e-06,4.0603e-07,2.7069e-07,0,3.5866e-06,1.0151e-07,0,8.7297e-07,0,0,0,7.0379e-06,4.6017e-06,1.164e-05,1.3534e-07,0,9.8802e-06,9.9478e-06,9.9478e-06,8.1207e-07,6.7672e-08,1
3.2415e-05,9.6975e-05,9.4741e-06,9.4741e-06,5.4138e-07,2.7069e-07,2.7069e-07,3.519e-06,1.2858e-07,0,1.1978e-06,0,0,0,7.3086e-06,4.6017e-06,1.191e-05,1.3534e-07,0,9.7448e-06,9.9478e-06,9.9478e-06,1.2181e-06,6.7672e-08,1
3.722e-06,0.00014035,9.4741e-06,9.4741e-06,8.1207e-07,4.7371e-07,4.7371e-07,3.7897e-06,1.0151e-07,6.7672e-08,1.0219e-06,0,0,0,7.3086e-06,4.6017e-06,1.191e-05,2.0302e-07,0,1.0557e-05,1.0151e-05,1.0354e-05,1.0151e-06,6.7672e-08,1
9.0749e-05,0.00012533,1.0422e-05,1.0422e-05,0,0,1.3534e-07,4.3987e-06,6.0905e-08,0,9.0681e-07,0,0,0,6.2259e-06,5.0078e-06,1.1234e-05,1.3534e-07,0,1.0557e-05,1.0692e-05,1.076e-05,1.3534e-07,6.7672e-08,2
0.00010888,0.00015206,1.0151e-05,1.0151e-05,0,0,1.3534e-07,4.128e-06,6.0905e-08,2.0302e-07,5.8875e-07,0,0,0,1.8948e-06,9.3388e-06,1.1234e-05,0,0,1.0286e-05,1.0354e-05,1.0489e-05,2.0302e-07,0,2
8.1207e-07,3.8776e-05,9.8125e-06,9.8125e-06,2.7069e-07,3.3836e-07,6.7672e-08,2.4362e-06,9.4741e-08,0,9.2034e-07,0,0,0,8.053e-06,3.8573e-06,1.191e-05,2.0302e-07,6.7672e-08,1.0016e-05,1.0151e-05,1.0151e-05,8.1207e-07,6.7672e-08,1
1.6106e-05,6.1582e-05,9.8125e-06,9.8125e-06,1.3534e-07,1.3534e-07,6.7672e-08,2.3009e-06,1.1504e-07,0,1.5091e-06,0,0,0,7.9177e-06,3.8573e-06,1.1775e-05,4.0603e-07,6.7672e-08,1.0151e-05,9.9478e-06,1.0151e-05,7.444e-07,6.7672e-08,1
5.1296e-05,9.2847e-05,9.8125e-06,9.8125e-06,2.0302e-07,4.0603e-07,2.0302e-07,2.3685e-06,1.2858e-07,0,1.4414e-06,0,0,0,9.4741e-06,3.7897e-06,1.3264e-05,3.3836e-07,0,1.0016e-05,1.0151e-05,1.0219e-05,8.1207e-07,6.7672e-08,1
1.8948e-05,5.2987e-05,9.8125e-06,9.8125e-06,0,6.7672e-08,6.7672e-08,2.3009e-06,1.1504e-07,0,1.7527e-06,0,0,0,7.3763e-06,3.8573e-06,1.1234e-05,3.3836e-07,6.7672e-08,1.0151e-05,9.9478e-06,1.0151e-05,6.7672e-07,6.7672e-08,1
6.8755e-05,0.00011288,9.8125e-06,9.8125e-06,6.7672e-08,3.3836e-07,1.3534e-07,2.7069e-06,9.4741e-08,0,1.2452e-06,0,0,0,9.4741e-06,3.7897e-06,1.3264e-05,6.0905e-07,6.7672e-08,1.0016e-05,1.0016e-05,1.0083e-05,4.7371e-07,0,1
8.4726e-05,0.00011288,9.8125e-06,9.8125e-06,0,2.0302e-07,6.7672e-08,2.7746e-06,8.1207e-08,0,1.0692e-06,0,0,0,9.2034e-06,4.0603e-06,1.3264e-05,5.4138e-07,6.7672e-08,9.8125e-06,1.0016e-05,1.0083e-05,4.0603e-07,0,1
0.00012005,0.00015226,9.8125e-06,9.8125e-06,4.7371e-07,2.7069e-07,6.7672e-08,2.9099e-06,1.0151e-07,0,0,0,0,0,7.3763e-06,4.2634e-06,1.164e-05,3.3836e-07,0,1.0557e-05,1.0557e-05,1.0692e-05,7.444e-07,6.7672e-08,1
0.00018813,0.00023604,9.8125e-06,9.8125e-06,6.0905e-07,1.3534e-06,6.7672e-08,2.7746e-06,7.444e-08,0,7.7147e-07,0,0,0,8.4591e-06,4.1957e-06,1.2655e-05,2.7069e-07,0,1.1301e-05,1.1098e-05,1.1234e-05,7.444e-07,6.7672e-08,1
0.00018461,0.00023692,9.8125e-06,9.8125e-06,7.444e-07,1.3534e-06,6.7672e-08,2.7069e-06,7.444e-08,0,8.1207e-08,0,0,0,7.647e-06,4.9401e-06,1.2587e-05,2.7069e-07,0,1.1166e-05,1.1031e-05,1.1166e-05,7.444e-07,6.7672e-08,1
0.00014658,0.00018745,9.8125e-06,9.8125e-06,3.3836e-07,0,6.7672e-08,2.7746e-06,1.2181e-07,0,1.5835e-06,0,0,0,7.9177e-06,3.3836e-06,1.1301e-05,2.7069e-07,0,1.0422e-05,1.0219e-05,1.0422e-05,1.0828e-06,6.7672e-08,1
6.7672e-07,3.0385e-05,9.4065e-06,9.4065e-06,0,3.1806e-06,0,2.5716e-06,1.0151e-07,0,9.0004e-07,6.7672e-08,0,0,9.0681e-06,3.5866e-06,1.2655e-05,3.3836e-07,0,9.0004e-06,9.2034e-06,9.3388e-06,4.0603e-07,0,1
